Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Net total
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,10:40:00,Ewallet,61.18,22.98590130916415,18.259999999999998,4.7,79.44
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,17:43:00,Cash,107.12,34.6111585886949,56.69999999999999,7.8,163.82
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,2019-01-31,14:04:00,Cash,318.07,33.67738437799742,161.51000000000005,5.5,479.58000000000004
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,19:05:00,Ewallet,109.89,20.748593682388574,28.769999999999996,9.7,138.66
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,10:08:00,Credit card,44.29,37.7512297962052,26.860000000000007,4.4,71.15
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,13:12:00,Cash,98.42,29.674883887102542,41.530000000000015,5.0,139.95000000000002
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,20:51:00,Cash,502.92,35.630359656981945,278.37999999999994,4.4,781.3
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,2019-02-14,17:29:00,Cash,152.29,23.37224514440979,46.45000000000002,5.2,198.74
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,10:25:00,Cash,41.15,34.930423782416185,22.089999999999996,7.3,63.239999999999995
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,11:34:00,Cash,257.89,31.036234790747436,116.06000000000006,4.9,373.95000000000005
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,18:58:00,Credit card,164.38,20.85319466512591,43.31,8.1,207.69
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,16:28:00,Ewallet,130.11,26.19128658951667,46.16999999999999,8.4,176.28
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,20:26:00,Cash,163.83,20.613461258903907,42.53999999999999,5.5,206.37
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,2019-01-18,15:08:00,Cash,23.72,39.82749873160832,15.700000000000003,8.4,39.42
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,18:03:00,Ewallet,59.04,35.51769331585846,32.52,9.8,91.56
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,13:21:00,Cash,198.15,35.842642059252064,110.70000000000002,6.7,308.85
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,12:48:00,Credit card,91.15,29.40675340768277,37.97,9.4,129.12
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,2019-03-12,19:53:00,Ewallet,252.82,35.33353795784735,138.14,6.4,390.96
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,19:09:00,Cash,367.15,26.408097815193425,131.75,5.4,498.9
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,16:30:00,Cash,284.83,24.456291109696593,92.21000000000004,8.6,377.04
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,10:11:00,Credit card,162.88,20.359867005671823,41.640000000000015,4.0,204.52
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,13:07:00,Cash,102.21,29.723597359735976,43.230000000000004,7.6,145.44
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,18:48:00,Cash,156.35,21.107074376829154,41.83000000000001,6.8,198.18
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2019-02-17,17:27:00,Credit card,64.8,34.346504559270514,33.89999999999999,9.1,98.69999999999999
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,15:59:00,Cash,268.0,30.40768631524279,117.09999999999997,5.5,385.09999999999997
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.308,2019-03-14,11:21:00,Credit card,33.65,28.34327086882454,13.310000000000002,7.9,46.96
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,77.175,2019-03-24,13:48:00,Ewallet,48.79,33.61904761904762,24.71,8.5,73.5
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,2019-03-21,10:17:00,Credit card,96.13,32.421792618629176,46.120000000000005,9.1,142.25
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,15:49:00,Ewallet,462.35,32.75887143688191,225.25,7.5,687.6
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2019-02-24,13:02:00,Cash,213.63,38.5591026747196,134.07000000000005,5.2,347.70000000000005
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,12:58:00,Credit card,108.69,23.966421825813217,34.25999999999999,9.5,142.95
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,2019-02-05,15:26:00,Credit card,259.26,32.726140432819555,126.12,8.9,385.38
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10,18:23:00,Credit card,102.42,29.008109794136,41.85000000000001,7.8,144.27
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,2019-03-05,19:06:00,Ewallet,303.65,22.496745705607594,88.13999999999999,8.9,391.78999999999996
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,2019-02-15,20:21:00,Cash,424.76,21.092327698309504,113.54000000000008,7.7,538.3000000000001
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,16:24:00,Ewallet,295.59,39.07245181902505,189.56,9.3,485.15
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2019-02-14,15:04:00,Cash,105.13,21.515490854796564,28.819999999999993,6.2,133.95
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2019-02-27,16:10:00,Ewallet,452.22,35.52333290559905,249.1500000000001,7.6,701.3700000000001
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,12:14:00,Cash,52.58,26.921473245309247,19.370000000000005,7.3,71.95
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,10:13:00,Cash,568.76,20.341736694677873,145.24,4.7,714.0
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,2019-03-28,17:38:00,Cash,124.52,31.635006039310415,57.61999999999999,5.1,182.14
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,11:06:00,Credit card,88.95,34.11111111111111,46.05,4.8,135.0
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2019-02-15,14:53:00,Credit card,596.69,39.9103726082578,396.30999999999995,6.6,993.0
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,18:22:00,Cash,265.74,26.55667025951413,96.08999999999997,5.5,361.83
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,19:02:00,Credit card,275.39,28.117250920101274,107.71999999999997,8.5,383.10999999999996
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,14:16:00,Cash,159.92,34.18930041152264,83.08000000000001,4.8,243.0
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,2019-03-04,15:44:00,Cash,18.47,38.92195767195767,11.77,8.4,30.24
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,12:20:00,Credit card,251.45,29.478909580435275,105.11000000000001,7.8,356.56
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,20:01:00,Credit card,245.41,34.64447403462051,130.09,9.3,375.5
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,13:45:00,Cash,760.22,20.345766974015085,194.17999999999995,5.2,954.4
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,15:40:00,Ewallet,65.87,20.157575757575753,16.629999999999995,6.5,82.5
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,16:58:00,Cash,57.9,22.769107643057225,17.07,5.6,74.97
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,11:12:00,Credit card,460.53,28.895442193675887,187.14999999999998,7.4,647.68
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2019-02-27,15:12:00,Cash,529.49,29.939398750926216,226.26999999999998,9.1,755.76
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.559,2019-03-07,20:37:00,Ewallet,133.87,32.924140695460466,65.71000000000001,8.0,199.58
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,17:44:00,Cash,301.53,31.364381316580175,137.79000000000002,7.2,439.32
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19,16:23:00,Cash,126.0,23.617846750727452,38.96000000000001,7.1,164.96
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,2019-01-06,12:12:00,Cash,258.45,20.895568070519108,68.27000000000004,9.1,326.72
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,19:33:00,Cash,351.02,24.001905256776652,110.86000000000001,5.6,461.88
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,10:29:00,Cash,173.56,34.19775553533515,90.19999999999999,6.0,263.76
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,14:28:00,Cash,87.21,39.268802228412255,56.39,5.4,143.6
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,12:46:00,Credit card,129.71,32.966408268733844,63.78999999999999,7.8,193.5
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,19:40:00,Cash,133.84,27.1896420411272,49.98000000000002,9.9,183.82000000000002
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,19:39:00,Credit card,97.2,20.275590551181104,24.72,4.9,121.92
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,17:54:00,Ewallet,296.96,29.406171254695003,123.69999999999999,5.2,420.65999999999997
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,12:25:00,Cash,199.25,21.08285804816223,53.22999999999999,8.9,252.48
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,16:47:00,Credit card,266.38,20.590251900432264,69.07000000000005,9.1,335.45000000000005
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,12:52:00,Ewallet,374.79,22.48397104446742,108.70999999999998,7.0,483.5
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,19:50:00,Credit card,237.36,25.456943659317883,81.06,9.6,318.42
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,18:17:00,Ewallet,408.98,38.81483476205435,259.44999999999993,8.7,668.43
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,17:20:00,Ewallet,284.31,26.709115281501344,103.61000000000001,9.4,387.92
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,13:32:00,Credit card,62.85,33.56236786469344,31.749999999999993,4.0,94.6
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,10:37:00,Credit card,259.72,21.13445888497509,69.59999999999997,7.5,329.32
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,14:35:00,Cash,35.45,33.389703119128136,17.769999999999996,4.2,53.22
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,12:09:00,Cash,377.52,24.261209750225703,120.93,9.9,498.45
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,15:32:00,Ewallet,224.87,24.933235411937506,74.69,4.2,299.56
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,13:58:00,Ewallet,136.15,33.48803126526624,68.54999999999998,9.9,204.7
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,2019-01-31,13:19:00,Cash,45.67,39.76523344763913,30.14999999999999,5.8,75.82
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,13:37:00,Cash,182.22,35.06521274321146,98.4,6.0,280.62
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,16:49:00,Credit card,241.19,25.37438118811881,82.00999999999999,10.0,323.2
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,14:55:00,Ewallet,294.64,39.45297248422827,191.99,9.5,486.63
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,14:04:00,Credit card,97.14,23.83565940097224,30.39999999999999,6.6,127.53999999999999
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,12:31:00,Cash,167.5,30.624585818422794,73.94,8.1,241.44
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,14:51:00,Cash,266.77,29.704874835309624,112.73000000000002,9.7,379.5
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2019-02-13,18:27:00,Ewallet,49.97,34.95183545951575,26.849999999999994,7.2,76.82
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,12:45:00,Credit card,388.93,25.577879831611178,133.67000000000002,6.2,522.6
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,2019-03-06,10:36:00,Ewallet,59.02,25.98444946074742,20.71999999999999,7.3,79.74
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,20:36:00,Ewallet,256.83,33.72129032258065,130.67000000000002,4.3,387.5
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13,14:16:00,Ewallet,213.42,21.34881149806524,57.930000000000035,4.6,271.35
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,2019-03-15,10:26:00,Cash,87.35,28.58310849480828,34.96000000000001,5.8,122.31
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,2019-03-05,13:30:00,Credit card,161.32,34.51859068030525,85.04000000000002,8.3,246.36
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,2019-03-04,16:28:00,Cash,136.95,20.911295911295916,36.21000000000001,8.0,173.16
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,20:18:00,Credit card,158.47,33.01631583396736,78.10999999999999,9.4,236.57999999999998
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,20:04:00,Credit card,124.51,32.65361315447858,60.36999999999999,6.2,184.88
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,13:38:00,Ewallet,11.07,20.815450643776824,2.91,9.8,13.98
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,10:43:00,Ewallet,134.99,32.08050314465408,63.75999999999999,9.6,198.75
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2019-02-16,17:30:00,Ewallet,459.88,32.81813799249121,224.6500000000001,4.9,684.5300000000001
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,2019-01-19,15:28:00,Credit card,205.16,23.74368123699079,63.880000000000024,8.0,269.04
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,2019-01-11,19:07:00,Credit card,53.13,22.944162436548208,15.819999999999986,7.8,68.94999999999999
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,2019-01-04,19:01:00,Cash,192.26,30.046572551302575,82.57999999999998,4.1,274.84
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,2019-03-04,19:48:00,Ewallet,173.57,23.23987263399965,52.55000000000001,5.5,226.12
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,2019-01-28,19:24:00,Ewallet,91.97,22.779177162048697,27.129999999999995,5.4,119.1
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,2019-01-02,13:00:00,Cash,234.3,31.511254019292608,107.80000000000001,5.1,342.1
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,2019-01-25,14:29:00,Ewallet,28.28,35.34522176497485,15.46,6.9,43.74
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,2019-01-04,13:21:00,Cash,78.23,25.388650453028127,26.61999999999999,7.8,104.85
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,2019-03-10,18:55:00,Ewallet,61.58,20.562435500515992,15.939999999999998,6.6,77.52
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,2019-03-22,19:36:00,Ewallet,310.22,23.86118201452974,97.21999999999997,9.2,407.44
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,16:28:00,Ewallet,57.77,39.89179065653938,38.339999999999996,7.8,96.11
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,2019-01-08,13:48:00,Credit card,123.67,31.869766416923756,57.85000000000001,8.7,181.52
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,2019-01-22,10:57:00,Ewallet,57.4,29.579192737087478,24.110000000000007,9.2,81.51
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,2019-01-12,17:13:00,Ewallet,75.22,34.27123383432366,39.22,8.3,114.44
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2019-02-04,10:23:00,Cash,117.06,33.69208111476152,59.47999999999999,8.2,176.54
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,2019-03-28,13:57:00,Ewallet,70.5,39.11917098445596,45.30000000000001,7.5,115.80000000000001
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,2019-01-23,13:29:00,Cash,183.88,27.07515367836605,68.26999999999998,9.8,252.14999999999998
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2019-02-08,13:00:00,Credit card,725.54,25.36364571546137,246.55999999999995,8.7,972.0999999999999
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.528,2019-03-19,19:42:00,Credit card,125.43,38.321203776553894,77.93,6.7,203.36
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,2019-03-09,15:36:00,Cash,11.9,26.904176904176907,4.380000000000001,5.0,16.28
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,2019-01-02,13:40:00,Cash,281.13,23.081342854797672,84.36000000000001,7.0,365.49
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,2019-01-21,18:01:00,Cash,238.88,35.81772750476907,133.31,8.9,372.19
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,2019-03-20,13:53:00,Credit card,37.81,39.61028589682159,24.799999999999997,8.0,62.61
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2019-02-27,17:27:00,Cash,262.72,21.890887468410867,73.62999999999994,6.9,336.34999999999997
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,2019-03-08,10:53:00,Ewallet,655.2,27.722007722007717,251.29999999999995,7.3,906.5
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,2019-01-31,19:48:00,Credit card,110.4,20.092646207295882,27.75999999999999,6.9,138.16
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,2019-03-08,16:53:00,Ewallet,63.28,26.87774439565519,23.260000000000005,5.7,86.54
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,2019-01-13,19:14:00,Ewallet,104.06,26.072747939755608,36.69999999999999,6.4,140.76
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,2019-03-09,14:36:00,Credit card,473.47,29.203923562307487,195.31000000000006,9.6,668.7800000000001
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2019-02-22,18:19:00,Credit card,37.38,21.205733558178743,10.059999999999995,6.8,47.44
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,2019-03-19,19:09:00,Ewallet,550.72,38.340274978727216,342.43999999999994,9.0,893.16
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,2019-01-20,16:51:00,Ewallet,217.75,34.357289280115765,113.97000000000003,9.6,331.72
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,2019-03-08,15:37:00,Credit card,151.88,25.527115818377954,52.06,7.7,203.94
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,2019-03-08,20:15:00,Ewallet,53.65,21.2881455399061,14.509999999999998,7.0,68.16
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2019-02-07,14:38:00,Credit card,217.39,33.49547234459129,109.49000000000001,6.5,326.88
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,2019-01-15,19:25:00,Cash,60.66,30.43577981651377,26.540000000000006,8.1,87.2
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.812,2019-03-22,19:35:00,Credit card,538.03,23.94690715820424,169.41000000000008,4.3,707.44
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,2019-01-15,15:42:00,Credit card,486.49,39.40763990085815,316.4,6.5,802.89
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,2019-01-08,14:11:00,Ewallet,7.85,38.57589984350548,4.93,9.5,12.78
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,140.385,2019-01-15,10:43:00,Cash,93.64,29.962602842184005,40.06000000000002,9.7,133.70000000000002
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,2019-01-28,17:58:00,Credit card,11.84,38.17232375979112,7.309999999999999,9.5,19.15
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2019-02-14,11:26:00,Credit card,220.44,20.303687635574843,56.160000000000025,8.9,276.6
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,2019-03-10,17:38:00,Credit card,88.37,35.599766797842875,48.849999999999994,6.5,137.22
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,2019-01-12,20:07:00,Credit card,20.73,23.420760990025858,6.34,5.3,27.07
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.076,2019-03-26,11:02:00,Credit card,24.56,37.21881390593047,14.559999999999999,9.6,39.12
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,2019-01-01,19:07:00,Cash,297.24,33.69026904028912,151.01999999999998,6.7,448.26
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,2019-01-02,18:50:00,Cash,96.24,27.124034529759207,35.82000000000001,7.6,132.06
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,2019-03-16,12:43:00,Ewallet,213.75,32.79358591416444,104.30000000000001,4.8,318.05
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0,1,1.25,26.25,2019-03-03,15:09:00,Ewallet,17.0,32.0,8.0,5.5,25.0
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,2019-01-31,13:47:00,Cash,62.29,25.02407318247472,20.79,4.7,83.08
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2019-02-13,16:59:00,Cash,108.32,26.711772665764542,39.47999999999999,6.9,147.79999999999998
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,2019-02-15,14:15:00,Credit card,477.49,31.454206144128626,219.11,4.5,696.6
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2019-02-07,20:24:00,Cash,613.4,22.735860939664946,180.5,6.2,793.9
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.985,2019-01-27,13:58:00,Cash,327.67,29.639252737814036,138.02999999999997,7.6,465.7
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2019-02-23,16:52:00,Credit card,22.64,36.9183616606297,13.25,7.9,35.89
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2019-02-03,15:19:00,Cash,161.13,20.468904244817384,41.47000000000003,4.5,202.60000000000002
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,767.025,2019-03-03,12:25:00,Credit card,535.24,26.729637234770703,195.26,8.7,730.5
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2019-02-03,10:02:00,Cash,194.54,34.23258958755916,101.26000000000002,6.1,295.8
